	reviewName	customerReview	hotelReply	customerOverScore	customerDetailScore	customerReviewDetail	hotelName	hotelDesc	hotelFeatures	hotelStart	hotelAddress	usersRating	scoreScaleUserRating
58191	Raj K S	"Cô Hu thân mến?:

Tôi xin chân thành cảm ơn sự đánh giá cao về dịch vụ và sự chăm sóc mà tôi nhận được tại khách sạn Mường Thanh Grand Hoàng Mai từ tháng 7 - 2020 đến tháng 1 - 2020. Tôi đã đến thăm Việt Nam cho chuyến công tác của mình và tôi muốn nó thật hoàn hảo. Nhân viên của bạn đã không làm tôi thất vọng.

Mọi nhân viên đều chu đáo và tử tế trong việc dọn phòng và phục vụ phòng.
Tôi đã có một kỳ nghỉ tuyệt vời trong khách sạn của bạn cho doanh nghiệp của tôi, và tôi đã giới thiệu khách sạn Mường Thanh Hoàng Hoàng Mai cho tất cả các đồng nghiệp và công ty của tôi ở Ý, bạn bè và gia đình. Cảm ơn bạn một lần nữa cho dịch vụ xuất sắc như vậy.

Trân trọng,
Raj K Sharma"	"Great dear Raj K Sharma,
Many thank for your choosing Muong Thanh Hoang Mai to stay when you have business trip around here. That is our pleasure to serve you.
Hope to you always satisfied and comfortable in Muong Thanh Hoang Mai."	5	{'additionalRatings': '', 'helpfulVotes': 1}	"{'reviewTitle': 'Đánh giá cao quầy lễ tân khách sạn Ms.Hu?', 'hotelName': 'Khách sạn Mường Thanh Grand Hoàng Mai', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2019-07-31', 'tripType': 'NONE'}"", 'mgmtResponse': ""{'id': 747684593, 'translationType': None, 'publishedDate': '2020-02-25', 'language': 'en', 'text': 'Great dear Raj K Sharma,\\nMany thank for your choosing Muong Thanh Hoang Mai to stay when you have business trip around here. That is our pleasure to serve you.\\nHope to you always satisfied and comfortable in Muong Thanh Hoang Mai.', 'username': 'MUONGTHANHHOANGMAI', 'connectionToSubject': 'Người quản lý'}"", 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 1, 'repostCount': 0, 'tripCount': 0}""}"	Khách sạn Mường Thanh Grand Hoàng Mai	Khách sạn	Wifi miễn phí|Bãi đỗ xe miễn phí|Bao gồm bữa sáng|Bán chạy nhất|Bao gồm bữa sáng		Khối Bắc Mỹ, phường Quỳnh Thiện, Hoang Mai 460000 Việt Nam	4	5
65885	LSC63	"Chúng tôi ở tại khách sạn Silk Queen Grand cho 4 đêm trong một phòng Executive Twin.
Các phòng được trang trí đơn giản nhưng rất thoải mái. Không có nhiều không gian trống trong phòng. 'Cửa sổ' của chúng tôi rất nhỏ, khoảng 1 m x. 30 cm. Rất đáng để trả thêm tiền vì không có lượt xem.
Phòng tắm của chúng tôi có một vòi sen tuyệt vời, nhưng có rất ít phòng xung quanh chậu để chứa đồ vệ sinh cá nhân của bạn.
Có một hồ bơi trên mái nhà với một vài ghế dài. Không phải là một khu vực rộng lớn, nhưng thật tuyệt vời khi có thể bơi lội vào một ngày nóng Hà Nội. Ngoài ra còn có nhà vệ sinh và vòi sen trong khu vực hồ bơi. Có một phòng tập thể dục nhỏ với một vài máy chạy bộ một chiếc xe đạp và một người leo cầu thang.
Các bữa ăn sáng là tốt đẹp. Các tùy chọn gần như giống nhau mỗi ngày. Có một trạm trứng nơi họ sẽ nấu trứng để đặt hàng.
Vị trí là giật gân, chỉ cần 2 khối từ hồ Hoàn Kiếm và một đoạn đi bộ ngắn đến chợ đêm, rất nhiều nhà hàng và cửa hàng.
Các nhân viên rất thân thiện và chúng tôi rất thích ở lại đây của chúng tôi."		4	{'additionalRatings': '', 'helpfulVotes': 1}	"{'reviewTitle': 'Vị trí tuyệt vời, khách sạn đáng yêu', 'hotelName': 'Silk Queen Grand Hotel', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2018-07-31', 'tripType': 'FRIENDS'}"", 'mgmtResponse': 'None', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Silk Queen Grand Hotel	Khách sạn	Wifi miễn phí|Bao gồm bữa sáng|Bể bơi|Bao gồm bữa sáng		36 Lo Su Street, Hoan Kiem District, Hà Nội 10000 Việt Nam	4	5
82814	Jessica S	"Nơi này là tuyệt vời và rộng rãi cho các phòng và nếu bạn muốn nấu thức ăn. Phòng của chúng tôi rất sạch sẽ - chỉ thiếu khăn tắm, thứ mà tôi gọi là đêm chúng tôi nhận phòng và không nhận được vào sáng hôm sau - phải sử dụng cùng một chiếc khăn tắm giữa chồng tôi và tôi. Sau đó, anh chàng xuất hiện với nhiều thứ hơn! ! !

Tôi phải nói rằng bữa sáng thật đáng thất vọng, chúng tôi xuống khoảng 9 giờ 30 sáng. Đĩa và thức ăn lộn xộn trên tất cả các bàn - không ai dọn dẹp. Mọi người đang ăn như kền kền - họ thậm chí không thể dự trữ đủ thức ăn cho tất cả những chú Lợn này! Dịch vụ vệ sinh cần giúp dọn dẹp bàn và sẵn sàng cho những nhóm người tiếp theo. Hầu như không còn thức ăn và không có đĩa hay đồ dùng bằng bạc sạch sẽ. Tôi ước tôi đã chụp ảnh khu vực ăn uống!"	"Dear M2499JOjessicas

Thank you for taking the time to let us know about your experience while staying with us. Your experience is below our standard.

Providing the highest level of hospitality is our number one priority and I sincerely apologize for failing to meet your expectations. I have shared your feedback with the leadership team to ensure the necessary guidelines are in place and reviewed in order to improve our service.

I hope you choose to stay with us again when your travels bring you back to the area.

"	2	{'additionalRatings': [{'rating': 5, 'ratingLabel': 'Giá trị'}, {'rating': 5, 'ratingLabel': 'Địa điểm'}, {'rating': 2, 'ratingLabel': 'Dịch vụ'}], 'helpfulVotes': 1}	"{'reviewTitle': 'phòng đẹp, bữa sáng tệ', 'hotelName': 'Residence Inn Cancun Hotel Zone', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2023-03-31', 'tripType': 'COUPLES'}"", 'mgmtResponse': ""{'id': 882549205, 'translationType': None, 'publishedDate': '2023-03-17', 'language': 'en', 'text': 'Dear M2499JOjessicas\\n\\nThank you for taking the time to let us know about your experience while staying with us. Your experience is below our standard.\\n\\nProviding the highest level of hospitality is our number one priority and I sincerely apologize for failing to meet your expectations. I have shared your feedback with the leadership team to ensure the necessary guidelines are in place and reviewed in order to improve our service.\\n\\nI hope you choose to stay with us again when your travels bring you back to the area.\\n\\n', 'username': 'Elisa Santomauro', 'connectionToSubject': 'Director General'}"", 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 1, 'repostCount': 0, 'tripCount': 0}""}"	Residence Inn Cancun Hotel Zone	Khách sạn	Wifi miễn phí|Bãi đỗ xe miễn phí|Bao gồm bữa sáng|Bao gồm bữa sáng		Mza 60 Blvd. Kukulcan Km. 23. 5 Lt. 1 02 Zona Hotelera, Cancun 77500 Mexico	3.5	5
22589	Sadhbh	"Nhà trọ nhỏ xinh xắn này có lối trang trí đẹp mắt. Chúng tôi ở lại 1 đêm trong một nhóm 16 người trong khi chúng tôi đến Coco Bongos. Các ký túc xá rất nóng và AC chỉ được bật vào ban đêm nhưng tắt khá sớm vào buổi sáng. Các ""hồ bơi"" là tắm nhiều hơn trên mái nhà vì vậy đừng quá vui mừng. Tôi có lẽ sẽ cho nhà trọ này 4 sao nếu không phải vì thực tế là bạn tôi đã lấy 100 € từ ví của cô ấy trong khi cô ấy đang ngủ trong phòng. Các nhân viên đã rất hữu ích và thông cảm nhưng nó đã đặt một chút của một dampener về kinh nghiệm."		3	{'additionalRatings': '', 'helpfulVotes': ''}	"{'reviewTitle': 'Quyết định một đêm', 'hotelName': 'Enjoy Playa Hostel', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2017-05-31', 'tripType': 'FRIENDS'}"", 'mgmtResponse': 'None', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Enjoy Playa Hostel	Nhà trọ	Wifi miễn phí|Bể bơi|Quầy bar/Phòng khách		Calle 4 Norte Entre 15 y 20, Colonia Centro, Playa del Carmen 77710 Mexico	4.5	5
14346	nozruk	"Tôi ở trong ngôi nhà gỗ số 7 vào ngày 4 tháng 2 và rất thích âm thanh của rừng rậm, cộng với tôi thấy rằng chủ sở hữu là những đầu bếp người Pháp với khiếu hài hước và tôi rất thích gặp họ. . Các món ăn là tuyệt vời và rẻ tiền xem xét chất lượng của nó.
Tôi đã rất ngạc nhiên khi thấy rất nhiều loài chim kỳ lạ không sợ con người và rất gần trong cây.
Không có TV nhưng ai quan tâm? Đó là rừng rậm ""jolie""."	Thank you very much to take time to explain your experience, we are very glad to be able to serve you and enjoy our food.	5	{'additionalRatings': [{'rating': 5, 'ratingLabel': 'Giá trị'}, {'rating': 5, 'ratingLabel': 'Địa điểm'}, {'rating': 5, 'ratingLabel': 'Dịch vụ'}], 'helpfulVotes': ''}	"{'reviewTitle': 'sống trong rừng thoải mái cộng với một đầu bếp người Pháp với giá cả hợp lý', 'hotelName': 'Jolie Jungle Eco Hotel', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2019-02-28', 'tripType': 'FRIENDS'}"", 'mgmtResponse': ""{'id': 652669473, 'translationType': None, 'publishedDate': '2019-02-15', 'language': 'en', 'text': 'Thank you very much to take time to explain your experience, we are very glad to be able to serve you and enjoy our food.', 'username': 'JolieJungle', 'connectionToSubject': 'Owner'}"", 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Jolie Jungle Eco Hotel	Khách sạn	Bãi đỗ xe miễn phí|Bể bơi|Nhà hàng		Ruta de los Cenotes Km 26. 5, Puerto Morelos 77580 Mexico	4.5	5
80658	Cody T	"Yêu đội giải trí. Polet, Marco, Maria Fernanda, Cristina. Tất cả đều tuyệt vời.
Thể dục nhịp điệu dưới nước mỗi ngày!

Đã có một thời gian tuyệt vời tại khiêu vũ Flower Power. Rồi cờ vua trên bàn cờ khổng lồ. Nếu bất cứ ai tôi trò chuyện với tìm thấy điều này, hãy tìm tôi! Tên tôi là duy nhất.
ig: @codyfantowstik"	"Hola hola Cody! We appreciate the time that you have invested in writing a review about your stay with us. 

We are glad to read that you have enjoyed our staff’s attentive service, please be confident that we have shared your kind comments with our entertainment team as motivation to keep up with our commitment to offer truly remarkable experiences to our guests.

We look forward to having you back home in the near future.

Best regards,
eConcierge.
Breathless Cancún Soul Resort & Spa.
"	5	{'additionalRatings': [{'rating': 5, 'ratingLabel': 'Giá trị'}, {'rating': 5, 'ratingLabel': 'Địa điểm'}, {'rating': 5, 'ratingLabel': 'Dịch vụ'}], 'helpfulVotes': ''}	"{'reviewTitle': 'trải nghiệm nghẹt thở', 'hotelName': 'Breathless Cancun Soul Resort & Spa', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2023-03-31', 'tripType': 'FRIENDS'}"", 'mgmtResponse': ""{'id': 884319842, 'translationType': None, 'publishedDate': '2023-03-31', 'language': 'en', 'text': 'Hola hola Cody! We appreciate the time that you have invested in writing a review about your stay with us. \\n\\nWe are glad to read that you have enjoyed our staff’s attentive service, please be confident that we have shared your kind comments with our entertainment team as motivation to keep up with our commitment to offer truly remarkable experiences to our guests.\\n\\nWe look forward to having you back home in the near future.\\n\\nBest regards,\\neConcierge.\\nBreathless Cancún Soul Resort & Spa.\\n', 'username': 'eConcierge BRECU', 'connectionToSubject': 'Promocionar'}"", 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Breathless Cancun Soul Resort & Spa	Khách sạn	Wifi miễn phí|Bãi đỗ xe miễn phí|Bao gồm bữa sáng|Trọn gói|Bao gồm bữa sáng		Blvd. Kukulcan KM. 4.5 Zona Hotelera, Cancun 77500 Mexico	4.5	5
36196	Pedrocq	"Chỉ với 60 AUD mỗi đêm, tôi đoán rằng chúng ta có thể đã bỏ qua căn phòng nhỏ, chiếc giường không thoải mái và có lẽ (có lẽ không) thiếu nước nóng. Những gì chúng tôi không thể vượt qua mặc dù là nhân viên tiếp tân thô lỗ. Mọi thứ thật rắc rối như thể họ đang giúp chúng tôi ở đó. Chúng tôi nhanh chóng di chuyển 20 m xuống đường đến một khách sạn mới, từ bỏ khoản thanh toán phòng trả trước của chúng tôi.

Vị trí rất tuyệt và người gác cửa / khuân vác rất thân thiện và hữu ích với vali của chúng tôi. Nhưng chỉ với một ít tiền hơn, chúng tôi đã có trải nghiệm tốt hơn nhiều ở những nơi khác và với những người đẹp hơn, có sức chứa hơn, những người xứng đáng hơn với công việc của chúng tôi."	"Dear Our Valued Guest,
Kính chào Quý khách,

Warmest greetings from The Luxe Hotel, we’d like to say thank you for your stay with us.
Lời chào nồng nhiệt nhất từ The Luxe Hotel, chúng tôi muốn nói lời cảm ơn vì bạn đã lưu trú tại khách sạn của chúng tôi.

We are committed to bringing the best service to guests. Your feedback is very useful and meaningful.
Chúng tôi cam kết mang đến sự phục vụ tốt nhất đến với du khách. Phản hồi của Quý khách rất hữu ích và có ý nghĩa.

We would try our best to improve the quality and the satisfaction of guests.
Chúng tôi sẽ cố gắng hết sức để nâng cao chất lượng và sự hài lòng của Quý khách.

We’re looking forward to seeing you at the hotel in the near future.
Chúng tôi mong đuọc gặp lại Quý khách.

Best regards,/Trân trọng,

Mr. Harry, Le
Hotel Manager"	2	{'additionalRatings': '', 'helpfulVotes': 1}	"{'reviewTitle': 'Giá rẻ và khó chịu', 'hotelName': 'The Luxe Hotel', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2019-09-30', 'tripType': 'COUPLES'}"", 'mgmtResponse': ""{'id': 848155785, 'translationType': None, 'publishedDate': '2022-07-16', 'language': 'vi', 'text': 'Dear Our Valued Guest,\\nKính chào Quý khách,\\n\\nWarmest greetings from The Luxe Hotel, we’d like to say thank you for your stay with us.\\nLời chào nồng nhiệt nhất từ The Luxe Hotel, chúng tôi muốn nói lời cảm ơn vì bạn đã lưu trú tại khách sạn của chúng tôi.\\n\\nWe are committed to bringing the best service to guests. Your feedback is very useful and meaningful.\\nChúng tôi cam kết mang đến sự phục vụ tốt nhất đến với du khách. Phản hồi của Quý khách rất hữu ích và có ý nghĩa.\\n\\nWe would try our best to improve the quality and the satisfaction of guests.\\nChúng tôi sẽ cố gắng hết sức để nâng cao chất lượng và sự hài lòng của Quý khách.\\n\\nWe’re looking forward to seeing you at the hotel in the near future.\\nChúng tôi mong đuọc gặp lại Quý khách.\\n\\nBest regards,/Trân trọng,\\n\\nMr. Harry, Le\\nHotel Manager', 'username': 'Phat Channel', 'connectionToSubject': 'Owner'}"", 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 1, 'repostCount': 0, 'tripCount': 0}""}"	The Luxe Hotel	Khách sạn	Wifi miễn phí|Bao gồm bữa sáng|Nhà hàng|Bao gồm bữa sáng		261 - 265 đường Lê Thánh Tôn, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Thành phố Hồ Chí Minh 70000 Việt Nam	4	5
33612	Steven D	"Tôi đã không mong đợi quá nhiều khi đặt phòng khách sạn này (với giá này vào giữa quý cũ) nhưng tôi đã rất ngạc nhiên! Các phòng có một cảm giác ấm cúng thực sự, không vô trùng như nhiều nơi khác. Vị trí này hoàn toàn hoàn hảo, ngay giữa trung tâm thành phố, nơi mọi thứ xảy ra ở Hà Nội. Và cuối cùng nhưng không kém phần quan trọng, các nhân viên ở đây thật tuyệt vời! Họ rất hữu ích với tất cả mọi thứ. Các cô gái phía sau bàn tiếp tân rất vui vẻ, bạn tự động nở nụ cười trên khuôn mặt khi đi ngang qua.
Nếu tôi một lần nữa ghé thăm Hà Nội, đây chắc chắn là khách sạn tôi đặt lại lần nữa!"		5	{'additionalRatings': '', 'helpfulVotes': ''}	"{'reviewTitle': 'Vị trí hoàn hảo, nhân viên tuyệt vời!', 'hotelName': 'Khách sạn Hoàng Tử II Hà Nội', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2018-12-31', 'tripType': 'COUPLES'}"", 'mgmtResponse': 'None', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 1, 'repostCount': 0, 'tripCount': 0}""}"	Khách sạn Hoàng Tử II Hà Nội	Khách sạn	Wifi miễn phí|Bao gồm bữa sáng|Bao gồm bữa sáng		42B Hang Giay Street, Old Quater Area, Hoan Kiem District, Hà Nội 10000 Việt Nam	4	5
79296	Tai730	"Giá rẻ và có giá trị lớn. Chúng tôi ở lại bốn đêm.
Nơi này là ok để kết nối với những nơi khác khi tính đến giá cả.
Mặc dù bữa sáng có thể không được bao gồm, nhưng chúng rất ngon và đáng để thử.

Nhược điểm duy nhất là khu phố có một số con gà trống có thể đánh thức bạn dậy sớm"		5	{'additionalRatings': [{'rating': 5, 'ratingLabel': 'Giá trị'}, {'rating': 5, 'ratingLabel': 'Dịch vụ'}, {'rating': 3, 'ratingLabel': 'Giấc ngủ'}], 'helpfulVotes': ''}	"{'reviewTitle': 'Giá trị lớn cho giá', 'hotelName': 'Cosy Bungalow', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2019-08-31', 'tripType': 'NONE'}"", 'mgmtResponse': 'None', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Cosy Bungalow	Nhà nghỉ	Wifi miễn phí|Dịch vụ phòng|Quầy bar/Phòng khách		81B Tran Hung Dao Street, Dương Đông, Đảo Phú Quốc Việt Nam	4.5	5
36349	Tami A	"Nhóm 10 người của chúng tôi đã đến khu nghỉ mát nhỏ yên bình này và nhanh chóng cảm thấy như là một phần của gia đình. Các phòng đều thoải mái với tầm nhìn tuyệt vời, điều hòa không khí và giường siêu thoải mái!

Họ không phải là bãi biển mà là một khu vực cát được xây dựng với cỏ cho những chiếc ghế cỏ, những bậc thang dẫn vào làn nước trong vắt. Khu vực này là hoàn hảo để lặn với ống thở, chèo thuyền kayak và bơi đại dương.

Khu nghỉ mát có một hồ bơi tuyệt đẹp được bao quanh bởi các phòng bungalow nhỏ và chỉ cách nhà hàng ngoài trời vài bước chân.

Các món ăn nhà hàng được làm tươi để đặt hàng và có thể mất một chút thời gian nhưng với tốc độ thoải mái của khu nghỉ mát, điều này không bao giờ cảm thấy như một vấn đề.

Các rạn san hô ở phía trước của khu nghỉ mát rất đẹp và người ta có thể dành hàng giờ để khám phá những con cá, cua, bạch tuộc và kho báu đại dương khác.

Chỉ cần lên đường là chợ và địa điểm cho thuê xe máy để khám phá khu vực. Khu nghỉ mát cách khu nghỉ dưỡng khoảng 20 phút.

Tất cả chúng tôi yêu thích ở lại Hula Hula. Các chủ sở hữu và nhân viên chú ý đến từng chi tiết của bạn và chúng tôi có thể chờ đợi để trở về!"		5	{'additionalRatings': '', 'helpfulVotes': ''}	"{'reviewTitle': 'Hoàn hảo cho một nơi nghỉ ngơi yên bình', 'hotelName': 'Hula Hula Beachfront Phu Quoc', 'originalLanguage': 'en', 'translationType': 'MACHINE', 'tripInfo': ""{'stayDate': '2020-02-29', 'tripType': 'FRIENDS'}"", 'mgmtResponse': 'None', 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Hula Hula Beachfront Phu Quoc	Khách sạn	Wifi miễn phí|Bãi đỗ xe miễn phí|Bể bơi		Group 7, Chuong Vich Hamlet Tổ 7, ấp Chuồng Vích, Ganh Dau, Đảo Phú Quốc 922252 Việt Nam	4.5	5
48541	Năm B	Mình khá hài lòng với những dịch vụ tích hợp ở đây, ở trung tâm thành phố nên tiện đi lại, ngay sát trung tâm mua sắm, View thưởng thức đồ uống ở khách sạn cao nhất thành phố thực sự ấn tượng vào buổi tối, đồ ăn khác hợp khẩu vị với mình. Nhân viên thân thiện. Cảm ơn Ms Hương đã rất nhiệt tình tư vấn đặt phòng và hơn hết cung cấp rất đầy đủ thông tin các dịch vụ.	"Xin chào 726n_mb, 
Cảm ơn quý khách đã sử dụng dịch vụ của khách sạn Melia Vinpearl Thanh Hóa và dành thời gian quý giá của mình để gửi đánh giá chất lượng.  
Rất cảm ơn Quý khách vì đã dành thời gian quý giá của mình để chia sẻ trải nghiệm tại khách sạn chúng tôi. Với những người làm nghề dịch vụ, niềm vui và sự hài lòng của Quý khách là món quá vô giá và là mục tiêu lớn nhất mà chúng tôi ngày ngày hướng đến. Cá nhân tôi cũng đã chia sẻ những thông điệp tốt đẹp của quý khách đến với đội ngũ nhân sự - đặc biệt là Ms. Thu Hương để bạn biết rằng nỗ lực của bạn đã được khách hàng ghi nhận. Chúng tôi chắc chắn sẽ tiếp tục miệt mài làm việc, nâng cao chất lượng dịch vụ để mang lại những sản phẩm dịch vụ tốt hơn nữa đến cho Quý khách hàng. 
Một lần nữa xin được chúc Qúy khách có thật nhiều sức khỏe và hẹp gặp lại quý khách trong thời gian sớm nhất. 
Trân trọng. 
Nguyễn Thị Nguyệt - Quản lý trải nghiệm khách hàng
"	5	{'additionalRatings': '', 'helpfulVotes': ''}	"{'reviewTitle': 'rất thú vị và hài lòng', 'hotelName': 'Melia Vinpearl Thanh Hoa', 'originalLanguage': 'vi', 'translationType': None, 'tripInfo': ""{'stayDate': '2023-06-30', 'tripType': 'FRIENDS'}"", 'mgmtResponse': ""{'id': 895999589, 'translationType': None, 'publishedDate': '2023-06-19', 'language': 'vi', 'text': 'Xin chào 726n_mb, \\nCảm ơn quý khách đã sử dụng dịch vụ của khách sạn Melia Vinpearl Thanh Hóa và dành thời gian quý giá của mình để gửi đánh giá chất lượng.  \\nRất cảm ơn Quý khách vì đã dành thời gian quý giá của mình để chia sẻ trải nghiệm tại khách sạn chúng tôi. Với những người làm nghề dịch vụ, niềm vui và sự hài lòng của Quý khách là món quá vô giá và là mục tiêu lớn nhất mà chúng tôi ngày ngày hướng đến. Cá nhân tôi cũng đã chia sẻ những thông điệp tốt đẹp của quý khách đến với đội ngũ nhân sự - đặc biệt là Ms. Thu Hương để bạn biết rằng nỗ lực của bạn đã được khách hàng ghi nhận. Chúng tôi chắc chắn sẽ tiếp tục miệt mài làm việc, nâng cao chất lượng dịch vụ để mang lại những sản phẩm dịch vụ tốt hơn nữa đến cho Quý khách hàng. \\nMột lần nữa xin được chúc Qúy khách có thật nhiều sức khỏe và hẹp gặp lại quý khách trong thời gian sớm nhất. \\nTrân trọng. \\nNguyễn Thị Nguyệt - Quản lý trải nghiệm khách hàng\\n', 'username': 'Vinpearl Hotel Thanh Hoa', 'connectionToSubject': 'Guest Services / Front Office'}"", 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	Melia Vinpearl Thanh Hoa	Khách sạn	Wifi miễn phí|Bãi đỗ xe miễn phí|Bao gồm bữa sáng|Được xếp hạng đầu|Bao gồm bữa sáng		27 Trần Phú Phường Điện Biên, Thanh Hóa 440000 Việt Nam	5	5
20681	Kien L	Rất hài lòng, nhân viên thân thiện, bữa sáng ngon miệng, phòng sạch sẽ, bể bơi tầng thượng view cực đẹp, khách sạn gần bờ biển rất tiện cho tắm biển . Phòng thoải mái, sạch sẽ, đồ vải được thay thường xuyên	"Kính chào Quý khách 187kienl,
Được Quý khách lựa chọn là địa điểm lưu trú trong chuyến đi của mình, là niềm vinh hạnh lớn lao của HAIAN Beach Hotel & Spa. Cảm ơn Quý khách đã dành thời gian đánh giá và khen ngợi Khách sạn, đây là niềm động lực lớn lao để toàn thể nhân viên cố gắng hoàn thiện dịch vụ hơn nữa. 
Rất mong được đón tiếp Quý khách trở lại tại HAIAN Beach Hotel & Spa. 

Trân trọng, 
Hằng Nguyễn
Phó Giám Đốc Khách Sạn"	5	{'additionalRatings': '', 'helpfulVotes': ''}	"{'reviewTitle': 'Dịch vụ tốt', 'hotelName': 'HAIAN Beach Hotel & Spa', 'originalLanguage': 'vi', 'translationType': None, 'tripInfo': ""{'stayDate': '2023-03-31', 'tripType': 'FAMILY'}"", 'mgmtResponse': ""{'id': 882687610, 'translationType': None, 'publishedDate': '2023-03-18', 'language': 'vi', 'text': 'Kính chào Quý khách 187kienl,\\nĐược Quý khách lựa chọn là địa điểm lưu trú trong chuyến đi của mình, là niềm vinh hạnh lớn lao của HAIAN Beach Hotel & Spa. Cảm ơn Quý khách đã dành thời gian đánh giá và khen ngợi Khách sạn, đây là niềm động lực lớn lao để toàn thể nhân viên cố gắng hoàn thiện dịch vụ hơn nữa. \\nRất mong được đón tiếp Quý khách trở lại tại HAIAN Beach Hotel & Spa. \\n\\nTrân trọng, \\nHằng Nguyễn\\nPhó Giám Đốc Khách Sạn', 'username': 'Hannah Nguyen', 'connectionToSubject': 'General Manager'}"", 'socialStatistics': ""{'followCount': 0, 'isFollowing': False, 'isLiked': False, 'isReposted': False, 'isSaved': False, 'likeCount': 0, 'repostCount': 0, 'tripCount': 0}""}"	HAIAN Beach Hotel & Spa	Khách sạn	Wifi miễn phí|Bãi đỗ xe miễn phí|Bao gồm bữa sáng|Bán chạy nhất|Bao gồm bữa sáng		278 Võ Nguyên Giáp Q.Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam	5	5
